,TestName,Metadata,IterationStartTime,IterationEndTime,MetricName,value,BaseLine,Grp_id,grp_startTime,IntertionTime
48,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:16:47.817797,2023-04-27 09:21:50.002399,op_rate,15166.0,21533.071428571428,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:33:28.864006
49,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:21:56.688308,2023-04-27 09:27:02.501103,op_rate,14834.0,21530.65946539729,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:33:36.445382
50,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:27:09.346370,2023-04-27 09:32:31.485310,op_rate,13822.0,21530.46402349486,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:33:44.547212
51,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:32:38.513496,2023-04-27 09:37:47.978238,op_rate,14721.0,21536.85124269006,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:33:51.888019
52,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:37:55.301397,2023-04-27 09:43:00.255353,op_rate,15014.0,21532.94152261861,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:33:59.015246
53,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:43:07.118875,2023-04-27 09:48:12.040947,op_rate,14992.0,21535.97614678899,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:06.013110
54,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:48:38.185735,2023-04-27 09:53:41.088074,op_rate,15030.0,21533.507511909123,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:13.101644
55,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:53:47.983361,2023-04-27 09:58:52.932354,op_rate,15008.0,21533.458500914076,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:21.781524
56,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 09:58:59.938018,2023-04-27 10:04:05.511308,op_rate,14852.0,21533.99306569343,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:29.384139
57,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:04:12.211301,2023-04-27 10:09:22.017770,op_rate,14619.0,21533.991221653254,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:36.359191
58,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:09:28.686427,2023-04-27 10:14:38.339609,op_rate,14583.0,21533.56515373353,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:43.572305
59,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:14:45.011099,2023-04-27 10:19:45.157120,op_rate,15240.0,21530.758747697975,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:51.086561
60,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:19:51.841096,2023-04-27 10:24:53.503683,op_rate,15292.0,21531.74236290026,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:34:59.445870
61,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:25:00.229164,2023-04-27 10:29:59.757847,op_rate,15368.0,21530.07520176082,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:06.928477
62,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:30:06.591248,2023-04-27 10:35:06.578762,op_rate,15359.0,21533.088677171127,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:14.518798
63,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:35:13.522045,2023-04-27 10:40:13.492798,op_rate,15319.0,21531.69786293294,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:22.445273
64,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:40:20.659386,2023-04-27 10:45:20.195307,op_rate,15300.0,21532.449725776965,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:29.919752
65,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:45:27.145731,2023-04-27 10:50:22.843094,op_rate,15426.0,21530.618908024917,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:37.378424
66,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:50:29.752571,2023-04-27 10:55:27.360216,op_rate,15363.0,21533.578870139398,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:47.109679
67,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 10:55:34.237667,2023-04-27 11:00:43.052359,op_rate,14618.0,21534.225522552257,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:35:54.847322
68,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:00:49.870897,2023-04-27 11:05:48.834287,op_rate,15428.0,21533.087307410126,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:01.819003
69,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:05:55.657098,2023-04-27 11:10:55.816182,op_rate,15440.0,21531.243938280677,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:09.366729
70,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:11:02.724354,2023-04-27 11:16:01.173730,op_rate,15428.0,21531.43715646757,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:16.253520
71,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:16:07.724496,2023-04-27 11:21:07.317873,op_rate,15373.0,21531.28660550459,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:23.625002
72,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:21:14.404043,2023-04-27 11:26:15.232604,op_rate,15611.0,21531.9412196914,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:30.998434
73,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:26:22.173746,2023-04-27 11:31:17.463232,op_rate,15726.0,21533.84063305116,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:38.194850
74,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:31:24.763571,2023-04-27 11:36:19.068481,op_rate,15762.0,21530.18890113929,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:45.320890
75,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:36:26.218544,2023-04-27 11:41:20.022294,op_rate,15887.0,21531.22822491731,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:52.129348
76,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:41:27.171904,2023-04-27 11:46:20.084609,op_rate,15788.0,21530.90902394107,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:36:59.432485
77,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:46:27.308222,2023-04-27 11:51:18.659275,op_rate,15911.0,21531.120117907147,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:06.656777
78,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:51:25.365262,2023-04-27 11:56:15.738529,op_rate,15971.0,21530.446941783346,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:13.838990
79,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 11:56:23.121003,2023-04-27 12:01:14.980745,op_rate,15890.0,21531.44922737307,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:21.064534
80,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:01:21.787634,2023-04-27 12:06:18.673123,op_rate,15535.0,21528.095658572478,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:27.927659
81,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:06:25.511901,2023-04-27 12:11:23.327988,op_rate,15597.0,21529.886472539623,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:34.938936
82,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:11:30.221714,2023-04-27 12:16:26.850337,op_rate,15714.0,21525.55159883721,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:41.705513
83,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:16:33.706103,2023-04-27 12:21:29.123964,op_rate,15805.0,21521.632058287796,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:48.649249
84,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:21:36.208282,2023-04-27 12:26:26.684335,op_rate,15974.0,21529.076158940396,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:37:55.552106
85,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:26:33.629305,2023-04-27 12:31:30.138167,op_rate,15580.0,21532.641516378357,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:03.710696
86,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:31:36.913098,2023-04-27 12:36:30.775341,op_rate,15743.0,21532.86752293578,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:11.796355
87,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:36:37.658650,2023-04-27 12:41:31.768189,op_rate,15841.0,21525.9467107681,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:18.800428
88,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:41:38.713261,2023-04-27 12:46:34.010983,op_rate,15818.0,21529.206022769005,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:26.106173
89,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:46:41.046023,2023-04-27 12:51:35.933483,op_rate,15608.0,21531.545020213158,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:33.104902
90,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:51:42.916535,2023-04-27 12:56:36.064891,op_rate,15934.0,21529.589036055924,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:40.125586
91,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 12:56:42.813658,2023-04-27 13:01:30.434677,op_rate,16242.0,21517.21039244186,e98a0d39-f4eb-481c-a087-a53894afef80,2023-04-27 03:38:54.263752,2023-06-23 11:38:47.887019
92,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 14:03:49.891301,2023-04-27 14:08:06.911006,op_rate,19365.0,21516.731769879076,dd2d3144-6f59-404d-8a58-81ef82c11e4e,2023-04-27 14:03:49.891301,2023-06-23 11:40:55.202454
93,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 14:24:57.610177,2023-04-27 14:29:08.086999,op_rate,19900.0,21519.34152604549,dd2d3144-6f59-404d-8a58-81ef82c11e4e,2023-04-27 14:03:49.891301,2023-06-23 11:41:49.110301
94,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'write')",2023-04-27 15:06:14.684070,2023-04-27 15:10:26.101151,op_rate,19907.0,21525.75468975469,dd2d3144-6f59-404d-8a58-81ef82c11e4e,2023-04-27 14:03:49.891301,2023-06-23 11:43:29.695882
95,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'read')",2023-04-27 17:39:58.433687,2023-04-27 17:44:09.201981,op_rate,145635.0,162641.2851463679,6ba4db79-74ee-44bc-83ce-f63217843cac,2023-04-27 17:39:58.433687,2023-06-23 11:48:10.587818
96,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'read')",2023-04-27 20:29:57.448150,2023-04-27 20:33:59.955328,op_rate,143986.0,162650.87572674418,c1850457-1c5c-4efd-a378-3da3deedfe5e,2023-04-27 20:29:57.448150,2023-06-23 11:53:42.283081
97,CASSANDRA,"('018b99da98567aff92f8ca0703a35fd35cd3667e83af24cc5274520c50f69623', 'e73dd03b3e2a4e35950d0b835085a09fc2aa5f8cd634a7fe7a06f0895185d4e7', 'read')",2023-04-27 21:36:02.855831,2023-04-27 21:40:02.556717,op_rate,150657.0,162625.61773255814,35f35d30-911c-442f-a2db-aed1e8b42d5d,2023-04-27 21:36:02.855831,2023-06-23 11:55:48.110798
